fid,id,Ordnung,vertex_index,vertex_part,vertex_part_index,distance,angle,xcoord,ycoord
149,39,3,40,0,40,286.59877039083534,14.21429208673188,402162.07350397,5531879.6932577
149,39,3,41,0,41,296.19781981015768,13.45239979534336,402164.388943283,5531889.00886238
149,39,3,42,0,42,305.81165906336190,13.20983381415185,402166.542840319,5531898.37831448
149,39,3,43,0,43,321.75859037918906,13.11534513686570,402170.258312705,5531913.88637314
149,39,3,44,0,44,333.46319268559517,14.44740436184670,402172.842989148,5531925.30202743
149,39,3,45,0,45,344.50624820398673,14.67260251234577,402175.912292424,5531935.90997033
149,39,3,46,0,46,355.34711390271036,14.21952195374487,402178.389274015,5531946.46406581
149,39,3,47,0,47,366.62027538807138,13.08766757183153,402181.350882439,5531957.34124584
149,39,3,48,0,48,376.54720571592094,11.48161107714717,402183.235542345,5531967.08762992
149,39,3,49,0,49,385.08062121207843,12.71568004917863,402185.0125074,5531975.43398094
149,39,3,50,0,50,399.47350530886047,13.84672668927774,402188.351047805,5531989.43431167
149,39,3,51,0,51,411.69770120489437,14.00526871350680,402191.366503655,5532001.28074536
149,39,3,52,0,52,431.20950006106523,13.29827291577948,402195.997382282,5532020.23503928
149,39,3,53,0,53,442.09067792769650,13.94273238557690,402198.420516447,5532030.84298218
149,39,3,54,0,54,455.80560778910461,13.89480159814581,402201.974446556,5532044.08944895
149,39,3,55,0,55,464.08761497494999,13.58672917764532,402203.805259036,5532052.16656283
149,39,3,56,0,56,482.48941636922905,13.15324075241774,402208.382290237,5532069.9900608
149,39,3,57,0,57,492.67014057799906,7.31528835471914,402210.482339847,5532079.95183459
149,39,3,58,0,58,497.19844977455568,2.72631099443173,402210.69772955,5532084.47501837
150,27,1,0,0,0,0.00000000000000,43.15238975769789,401861.497172637,5531555.74714353
150,27,1,1,0,1,2.36193249376846,51.43834999018342,401863.112595414,5531557.47026115
150,27,1,2,0,2,13.89697619268566,57.90629834212686,401873.074369204,5531563.28578315
150,27,1,3,0,3,29.33945661618063,54.97645492628364,401885.890056567,5531571.90137129
150,27,1,4,0,4,41.94078975943935,51.06755565525622,401896.06722006,5531579.33231607
150,27,1,5,0,5,47.28010892479864,41.12832751543866,401900.051929576,5531582.88624618
150,27,1,6,0,6,53.05987199204990,38.23617843680816,401903.28277513,5531587.67866708
150,27,1,7,0,7,60.87294607874982,46.34030933735890,401908.559822868,5531593.44034165
150,27,1,8,0,8,66.76081184708708,46.78816718944878,401913.083006642,5531597.20966146
150,27,1,9,0,9,73.50293104513682,44.61850142960587,401917.713885269,5531602.10977722
150,27,1,10,0,10,81.15703532285826,44.28224367681841,401923.20632271,5531607.44067238
150,27,1,11,0,11,84.96766817535696,38.90260337343130,401925.790999153,5531610.24073853
150,27,1,12,0,12,94.70795161114825,33.97043753961664,401931.391131446,5531618.21015756
150,27,1,13,0,13,99.77132788956229,32.84505829324442,401934.137350166,5531622.46410421
151,28,1,0,0,0,0.00000000000000,63.85315876408914,401669.638794182,5531753.42104398
151,28,1,1,0,1,6.59845223164335,67.13043843805850,401675.562011031,5531756.32880498
151,28,1,2,0,2,16.71517843738378,69.88205468028666,401685.093005413,5531759.72119281
151,28,1,3,0,3,29.08673439888097,70.83835513572458,401696.67020198,5531764.08283431
151,28,1,4,0,4,38.12941521301924,73.33319811525480,401705.285790123,5531766.82905303
151,28,1,5,0,5,48.30714850478886,74.64588032564188,401715.086021636,5531769.57527175
